Guillain-Barre szindróma,Guillain-Barre szindróma
Guillain-Barré szindróma,Guillain-Barré szindróma
Guillain-Barré-szindróma,Guillain-Barré-szindróma
Guillan-Barre szindróma,Guillan-Barre szindróma
Guillan-Barré szindróma,Guillan-Barré szindróma
Gyomor és bélrendszeri megbetegedés,Gyomor és bélrendszeri megbetegedés
Gyomorfekély,Gyomorfekély
Gyomorvérzés,Gyomorvérzés
Gégeeltávolítás,Gégeeltávolítás
HCV pozitivitás,HCV pozitivitás
HCV- fertőzés,HCV- fertőzés
HELLP-szindróma,HELLP-szindróma
HIV-fertőzés,HIV-fertőzés
HT,HT
HT - autoimmun betegség,HT - autoimmun betegség
Hallervorden-Spatz betegség,Hallervorden-Spatz betegség
Halmozott fejfájás szindroma,Halmozott fejfájás szindroma
Hashimoto-betegség,Hashimoto-betegség
Hasi verőértágulat miatti műtét,Hasi verőértágulat miatti műtét
Heine Medin-kór,Heine Medin-kór
Heine-Medin kór,Heine-Medin kór
Heine-Medin-kór,Heine-Medin-kór
Hepatitis B,Hepatitis B
Hepatitis C,Hepatitis C
Hepato-splenomegalia (máj-lépbetegség),Hepato-splenomegalia (máj-lépbetegség)
Heveny légzési elégtelenség,Heveny légzési elégtelenség
Heveny veseelégtelenség,Heveny veseelégtelenség
Hipertónia,Hipertónia
Hodgkin limfóma,Hodgkin limfóma
Hodgkin-kór,Hodgkin-kór
Hodgkin-limfóma,Hodgkin-limfóma
Huntington kór,Huntington kór
Huntington-kór,Huntington-kór
Hyperlipidaemia,Hyperlipidaemia
Hyperlipideamia,Hyperlipideamia
Hyperthyreosis,Hyperthyreosis
Hyperuricaemia,Hyperuricaemia
Hólyaghurut,Hólyaghurut
Hörghurut,Hörghurut
Hörgő vagy tüdő rosszindulatú daganata,Hörgő vagy tüdő rosszindulatú daganata
Hörgőasztma,Hörgőasztma
Húgyvezeték kőképződés,Húgyvezeték kőképződés
I-es típusú protein C hiány,I-es típusú protein C hiány
I. fokú AV block,I. fokú AV block
IBS,IBS
IBSZ,IBSZ
II. diabetes mellitus,II. diabetes mellitus
III fokú AV blokk,III fokú AV blokk
III-fokú AV blokk miatt pacemaker beültetés,III-fokú AV blokk miatt pacemaker beültetés
III. fokú AV-blokk,III. fokú AV-blokk
ISZB,ISZB
ISzB,ISzB
Idegbántalom,Idegbántalom
Idegbénulás,Idegbénulás
Idegrendszeri zavar,Idegrendszeri zavar
Idült hasnyálmirigy gyulladás,Idült hasnyálmirigy gyulladás
Idült ischaemiás szívbetegség,Idült ischaemiás szívbetegség
Idült iszkémiás szívbetegség,Idült iszkémiás szívbetegség
Idült iszkémiásmiás szívbetegség,Idült iszkémiásmiás szívbetegség
Idült obstruktiv tüdőbetegség,Idült obstruktiv tüdőbetegség
Idült obstruktív tüdőbetegség,Idült obstruktív tüdőbetegség
Iidült hasnyálmirigy-gyulladás,Iidült hasnyálmirigy-gyulladás
Immunhiány,Immunhiány
Insuff.circ.,Insuff.circ.
Insuff.circ. Hydrothorax l.u.St.p. AMI,Insuff.circ. Hydrothorax l.u.St.p. AMI
Insuff.ren.chr.,Insuff.ren.chr.
Insulin-dependens cukorbetegség,Insulin-dependens cukorbetegség
Inzulin dependens cukorbetegség,Inzulin dependens cukorbetegség
Inzulin-dependens cukorbetegség,Inzulin-dependens cukorbetegség
Ischaemiás szívbetegség,Ischaemiás szívbetegség
Ischaemiás szívbetegség ( koszorúér-betegség),Ischaemiás szívbetegség (koszorúér-betegség)
Iszkémiás szívbetegség,Iszkémiás szívbetegség
Iszkémiás szívbetegség,Iszkémiás szívbetegség
Izomsorvadás,Izomsorvadás
Izületek gyulladásos elváltozása,Izületek gyulladásos elváltozása
Izületi gyulladás,Izületi gyulladás
JTSZB,JTSZB
Keringési zavarok,Keringési zavarok
Kevert szorongásos és depressziós zavar,Kevert szorongásos és depressziós zavar
Korsakoff szindróma,Korsakoff szindróma
Korsakoff-szindróma,Korsakoff-szindróma
Korsakow-szindróma,Korsakow-szindróma
Krónikus limfocitás leukémia,Krónikus limfocitás leukémia
Krónikus légzési elégtelenség,Krónikus légzési elégtelenség
Krónikus myeloid leukémia,Krónikus myeloid leukémia
Krónikus obstruktív tüdőbetegség,Krónikus obstruktív tüdőbetegség
Krónikus tüdőbetegség,Krónikus tüdőbetegség
Krónikus tüdőbetegségek,Krónikus tüdőbetegségek
Krónikus vesebetegség,Krónikus vesebetegség
Krónikus veseelégtelenség,Krónikus veseelégtelenség
Krónikus veselégtelenség,Krónikus veselégtelenség
Kísérőbetegség: ISZB,Kísérőbetegség: ISZB
Kóros elhízás,Kóros elhízás
Kötőszövet és lágyrész rosszindulatú daganata,Kötőszövet és lágyrész rosszindulatú daganata
LC,LC
LC cholecystect.,LC cholecystect.
Leiden mutáció,Leiden mutáció
Lenegre-szindróma,Lenegre-szindróma
Leryche-szindróma,Leryche-szindróma
Limfóma,Limfóma
Little-kór,Little-kór
Littler-kór,Littler-kór
Lyell-szindróma,Lyell-szindróma
Lyme-kór,Lyme-kór
Légzési,Légzési
Légzési elégtelenség,Légzési elégtelenség
Légzési- és keringési elégtelenség,Légzési- és keringési elégtelenség
Lép megnagyobbodás,Lép megnagyobbodás
Lép műtéti eltávolítása,Lép műtéti eltávolítása
Lépeltávolítás,Lépeltávolítás
M. hypertonicus,M. hypertonicus
MVT,MVT
Magas koleszterin,Magas koleszterin
Magas vérnyomás,Magas vérnyomás
Magas vérnyomás betegség,magasvérnyomás-betegség
Magas vérnyomás.,Magas vérnyomás
Magas vérnyomásbetegség,magasvérnyomás-betegség
Magas vérzsírszint,Magas vérzsírszint
Magasa vérnyomás,Magasa vérnyomás
Magasvérnyomás,Magasvérnyomás
Magasvérnyomás betegség,magasvérnyomás-betegség
Magasvérnyomás-betegség,magasvérnyomás-betegség
Magasvérnyomás-betegség (elsődleges),magasvérnyomás-betegség (elsődleges)
Magasvérnyomás-betegség tüdőbetegség,Magasvérnyomás-betegség tüdőbetegség
Mallory-Weiss szindróma,Mallory-Weiss szindróma
Mellüregi folyadékképződés,Mellüregi folyadékképződés
Meniere-betegség,Meniere-betegség
Meniére-betegség,Meniére-betegség
Meniére-betegség a belső fül megbetegedése,Meniére-betegség a belső fül megbetegedése
Mentalis retardáció,Mentalis retardáció
Mentális betegség,Mentális betegség
Mentális retardáció,Mentális retardáció
Mentális zavar,Mentális zavar
Merkel-sejtes bőrrák,Merkel-sejtes bőrrák
Merkel-sejtes carcinoma,Merkel-sejtes carcinoma
Mielodiszpláziás szindróma,Mielodiszpláziás szindróma
Mindkét láb amputáció utáni állapota,Mindkét láb amputáció utáni állapota
Mitr. et ao. insuff. valv.,Mitr. et ao. insuff. valv.
Mitralis és Tricuspidalis insuff,Mitralis és Tricuspidalis insuff
Myelodiszpláziás-szindróma,Myelodiszpláziás-szindróma
Máj rosszindulatú daganata,Máj rosszindulatú daganata
Májbetegség,Májbetegség
Májelégtelenség,Májelégtelenség
Májgyulladás,Májgyulladás
Másodlagos parkinzonizmus,Másodlagos parkinzonizmus
Mélyvénás thrombózis,Mélyvénás thrombózis
Mélyvénás trombózis,Mélyvénás trombózis
NIDDM,NIDDM
NYHA III-IV. DM,NYHA III-IV. DM
Nem ismert,-NI-
Nem ismert alapbetegség,-NI-
Nem-insulin-dependens cukorbetegség,Nem-insulin-dependens cukorbetegség
Nem-meghatározott agyi arteria elzáródása és szűkülete,Nem-meghatározott agyi arteria elzáródása és szűkülete
Non-Hodgin limfóma,Non-Hodgin limfóma
Non-Hodgkin limfóma,Non-Hodgkin limfóma
Non-Hodgkin lymphoma,Non-Hodgkin lymphoma
Non-Hodgkin lymphóma,Non-Hodgkin lymphóma
Non-Hodgkin lypmhoma,Non-Hodgkin lypmhoma
Non-Hodgkin-limfóma,Non-Hodgkin-limfóma
Non-Hodking limfóma,Non-Hodking limfóma
Non-hodgkin limfóma,Non-hodgkin limfóma
Nyaki tumor,Nyaki tumor
Nyaki tumor mandulaágyon,Nyaki tumor mandulaágyon
Nyelőcső reflux,Nyelőcső reflux
Nyelőcső-betegség,Nyelőcső-betegség
Nyelőcső-daganat,Nyelőcső-daganat
Nyombélfekély,Nyombélfekély
Orrmelléküreg-gyulladás,Orrmelléküreg-gyulladás
Osler-kór,Osler-kór
PE,PE
PEG szondatáplálás,PEG szondatáplálás
PEG táplálás,PEG táplálás
Pace-maker implantáció,Pace-maker implantáció
Pacemakerrel élő személy,Pacemakerrel élő személy
Pajzsmirigy alulműködés,Pajzsmirigy alulműködés
Pajzsmirigy betegség,Pajzsmirigy betegség
Pajzsmirigybetegség,Pajzsmirigybetegség
Pakinson-kór,Pakinson-kór
Pangásos szívelégtelenség,Pangásos szívelégtelenség
Pankinson-kór,Pankinson-kór
Paranoid skizofrénia,Paranoid skizofrénia
Paranoid szkizofrénia,Paranoid szkizofrénia
Parkinon-kór,Parkinon-kór
Parkinson betegség,Parkinson betegség
Parkinson kór,Parkinson kór
Parkinson szindróma,Parkinson szindróma
Parkinson- kór,Parkinson- kór
Parkinson-kór,Parkinson-kór
Parkinson-kór antiphospholipid szindróma,Parkinson-kór antiphospholipid szindróma
Parkinson-kór magas vérnyomás,Parkinson-kór magas vérnyomás
Parkinson-szindróma,Parkinson-szindróma
Parkinsonkór,Parkinsonkór
Parkinsonkór,Parkinsonkór
Parkinsor-kór,Parkinsor-kór
Parkinzon-kór,Parkinzon-kór
Parkinzonizmus,Parkinzonizmus
Parkison-kór,Parkison-kór
Parox pitvarfibrilláció,Parox pitvarfibrilláció
Pitvarfibrillatio,Pitvarfibrillatio
Pitvarfibrilláció,Pitvarfibrilláció
Prader-Willi szindróma,Prader-Willi szindróma
Prosztata daganat,Prosztata daganat
Prosztata megnagyobbodás,Prosztata megnagyobbodás
Prosztata rosszindulatú daganata,Prosztata rosszindulatú daganata
Prosztata túltengés,Prosztata túltengés
Pszichés betegség,Pszichés betegség
Pszichés zavar,Pszichés zavar
Raynaud-kór,Raynaud-kór
Raynaud-szindróma,Raynaud-szindróma
Raynauld szindróma,Raynauld szindróma
Rekeszsérv,Rekeszsérv
Richardson-szindróma,Richardson-szindróma
Roncsoló agyvérzés,Roncsoló agyvérzés
Rosszindulatú daganat,Rosszindulatú daganat
Rákbetegség,Rákbetegség
SARS CoV-2 fertőzés kapcsán kialakult többszervi elégtelenség,SARS CoV-2 fertőzés kapcsán kialakult többszervi elégtelenség
STEMI-koszorúérbetegség,STEMI-koszorúérbetegség
Sclerosis multiplex,Sclerosis multiplex
Sjögren-szindróma,Sjögren-szindróma
Sjörgen-szindróma,Sjörgen-szindróma
Skizofrénia,Skizofrénia
St. p. CABG,St. p. CABG
Stroke,Stroke
Subduralis empyema,Subduralis empyema
Szellemi visszamaradottság,Szellemi visszamaradottság
Személyiség zavar,Személyiség zavar
Személyiségzavar,Személyiségzavar
Szivizomelégtelenség,Szivizomelégtelenség
Szklerózis multiplex,Szklerózis multiplex
Sztrók,Sztrók
Szív és érrendszeri betegség,Szív és érrendszeri betegség
Szív és érrendszeri megbetegedés,Szív és érrendszeri megbetegedés
Szív- és vesebetegség,Szív- és vesebetegség
Szív- és veseelégtelenség,Szív- és veseelégtelenség
Szív- és érrendszeri betegség,Szív- és érrendszeri betegség
Szív- és érrendszeri megbetegedés,Szív- és érrendszeri megbetegedés
Szívbetegség,Szívbetegség
Szívbetgség,Szívbetgség
Szívelégtelenség,Szívelégtelenség
Szívizom betegség,Szívizom betegség
Szívizom elhalás,Szívizom elhalás
Szívizom elégtelenség,Szívizom elégtelenség
Szívizom-elfajulás,Szívizom-elfajulás
Szívizom-elégtelenség,Szívizom-elégtelenség
Szívizomelégtelenség,Szívizomelégtelenség
Szívritmus zavar,Szívritmus zavar
Szívritmuszavar,Szívritmuszavar
Súlyos izomgyengeség,Súlyos izomgyengeség
T-sejtes limfóma,T-sejtes limfóma
TBC,TBC
TIA,TIA
Thyreoiditis,Thyreoiditis
Toxikus májbetegség,Toxikus májbetegség
Trombózis,Trombózis
Tumor,Tumor
Turner-szindróma,Turner-szindróma
Tüdő daganatos betegsége,Tüdő daganatos betegsége
Tüdőbetegség,Tüdőbetegség
Tüdődaganat,Tüdődaganat
Tüdőembólia,Tüdőembólia
Tüdőgyulladás,Tüdőgyulladás
Tüdőnagyobbodás,Tüdőnagyobbodás
Tűdőgyulladás,Tűdőgyulladás
Urocystitis,Urocystitis
Vastagbélgyulladás,Vastagbélgyulladás
Vater-papilla daganata,Vater-papilla daganata
Vertebro-basiláris szindróma,Vertebro-basiláris szindróma
Vesebetegség,Vesebetegség
Veseelégtelenség,Veseelégtelenség
Veseelégtelenésg,Veseelégtelenésg
Vesemedence gyulladás,Vesemedence gyulladás
Vesetranszplantált,Vesetranszplantált
Vesetranszplantált beteg,Vesetranszplantált beteg
Végbél tumor,Végbél tumor
Végbélgyulladás,Végbélgyulladás
Véralvadási zavar,Véralvadási zavar
Vérszegnység,Vérszegnység
Vérszegénység,Vérszegénység
Vérző gyomorfekély,Vérző gyomorfekély
Vírusos bélfertőzés,Vírusos bélfertőzés
Vírusos tüdőgyulladás,Vírusos tüdőgyulladás
Waldenström-szindróma,Waldenström-szindróma
Wernicke-Korsakow szindróma,Wernicke-Korsakow szindróma
Wernicke-féle enkefalopátia,Wernicke-féle enkefalopátia
Willan-Plumbe-szindróma,Willan-Plumbe-szindróma
Willebrand-betegség,Willebrand-betegség
Williams-szindróma,Williams-szindróma
Wilson-kór,Wilson-kór
a bőr rosszindulatú daganata,a bőr rosszindulatú daganata
a csontok és csontvelő másodlagos rosszindulatú daganata,a csontok és csontvelő másodlagos rosszindulatú daganata
a csontok és csontvelő rosszindulatú daganata,a csontok és csontvelő rosszindulatú daganata
a fej,a fej
a felső végtag ütőereinek emboliája és rögösödése,a felső végtag ütőereinek emboliája és rögösödése
a folyadék- és elektrolit-háztartás,a folyadék- és elektrolit-háztartás
a gyomor rosszindulatú daganata,a gyomor rosszindulatú daganata
a hashártya másodlagos rosszindulatú daganata,a hashártya másodlagos rosszindulatú daganata
a here daganatos megbetegedése,a here daganatos megbetegedése
a háromhegyű billentyű elégtelensége,a háromhegyű billentyű elégtelensége
a hónalj és felső végtag nyirokcsomóinak rosszindulatú daganata,a hónalj és felső végtag nyirokcsomóinak rosszindulatú daganata
a kéthegyű- és az aortabillentyűk együttes rendellenességei,a kéthegyű- és az aortabillentyűk együttes rendellenességei
a mellhártya másodlagos rosszindulatú daganata,a mellhártya másodlagos rosszindulatú daganata
a máj másodlagos rosszindulatú daganata,a máj másodlagos rosszindulatú daganata
a máj másodlagos rosszindulatú daganata. szívelégtelenség,a máj másodlagos rosszindulatú daganata. szívelégtelenség
a máj rosszindulatú daganata,a máj rosszindulatú daganata
a pajzsmirigy rosszindulatú daganata,a pajzsmirigy rosszindulatú daganata
a sav-bázis egyensúly kevert zavara,a sav-bázis egyensúly kevert zavara
a sigmabél-végbél határ rosszindulatú daganata,a sigmabél-végbél határ rosszindulatú daganata
a testnedvek csökkenése,a testnedvek csökkenése
a torok és a tüdő nyálkahártyájának gyulladása (Wegener-granulomatosis),a torok és a tüdő nyálkahártyájának gyulladása (Wegener-granulomatosis)
a tüd? másodlagos rosszindulatú daganata,a tüdő másodlagos rosszindulatú daganata
a tüdő egyéb sérülése,a tüdő egyéb sérülése
a tüdő felső lebeny,a tüdő felső lebeny
a tüdő másodlagos rosszindulatú daganata,a tüdő másodlagos rosszindulatú daganata
a tüdő rosszindulatú daganata,a tüdő rosszindulatú daganata
a vas anyagcsere rendellenességei,a vas anyagcsere rendellenességei
a vese rosszindulatú daganata,a vese rosszindulatú daganata
acidózis,acidózis
acut has diagnózis,acut has diagnózis
ada feltöltés alatt,
adat feltöltés alatt,
adat feltöés alatt,
adat felöltés alatt,
adat felötlés alatt,
adatok feltöltés alatt,
adjuáns kemoterápia,adjuáns kemoterápia
aenemia,aenemia
aethylismus,aethylismus
afázia,afázia
agasvérnyomás-betegség,agasvérnyomás-betegség
aggkori agyi elfajulás,aggkori agyi elfajulás
aggkori leépülés,aggkori leépülés
agy,agy
agy ereinek a betegsége,agy ereinek a betegsége
agy infarktus,agy infarktus
agy keringési zavara,agy keringési zavara
agy károsodás,agy károsodás
agy kóros elváltozása,agy kóros elváltozása
agy megbetegedése,agy megbetegedése
agy rosszindulatú daganata,agy rosszindulatú daganata
agy állományi vérzés,agy állományi vérzés
agy érelmeszesedés,agy érelmeszesedés
agy érelmeszesedése,agy érelmeszesedése
agy és agyburkok másodlagos daganata,agy és agyburkok másodlagos daganata
agy és agyburkok másodlagos rosszindulatú daganata,agy és agyburkok másodlagos rosszindulatú daganata
agyalapi artériás vérzés,agyalapi artériás vérzés
agyalapi mirigy alulműködés,agyalapi mirigy alulműködés
agyalapi mirigy betegség,agyalapi mirigy betegség
agyalapi mirigy betegsége,agyalapi mirigy betegsége
agyalapi mirigy daganat,agyalapi mirigy daganat
agyalapi mirigy jóindulatú daganata,agyalapi mirigy jóindulatú daganata
agyalapi vérzés,agyalapi vérzés
agyburkok daganata,agyburkok daganata
agyburkok jóindulatú daganata,agyburkok jóindulatú daganata
agyburkok és tüdő másodlagos rosszindulatú daganata,agyburkok és tüdő másodlagos rosszindulatú daganata
agyburok alatti vérömleny,agyburok alatti vérömleny
agyburok jóindulatú daganata,agyburok jóindulatú daganata
agyburok másodlagos daganata,agyburok másodlagos daganata
agybántalom,agybántalom
agydaganat,agydaganat
agyelhalás,agyelhalás
agyhártya daganat,agyhártya daganat
agyhártya gyulladás,agyhártya gyulladás
agyhártyadaganat,agyhártyadaganat
agyhártyaműtét,agyhártyaműtét
agyi  érelmeszesedés,agyi  érelmeszesedés
agyi aneurizma,agyi aneurizma
agyi artéria elzáródás,agyi artéria elzáródás
agyi artéria elzáródása,agyi artéria elzáródása
agyi artéria elzáródása magasvérnyomás-betegség,agyi artéria elzáródása magasvérnyomás-betegség
agyi artéria elzáródása és szűkülete,agyi artéria elzáródása és szűkülete
agyi artériák elzáródása és sz?külete,agyi artériák elzáródása és szűkülete
agyi artériák elzáródása és szűkülete,agyi artériák elzáródása és szűkülete
agyi atrófia,agyi atrófia
agyi bénulás,agyi bénulás
agyi ciszta,agyi ciszta
agyi daganat,agyi daganat
agyi demencia,agyi demencia
agyi elfajulás,agyi elfajulás
agyi elváltozás,agyi elváltozás
agyi elváltozások,agyi elváltozások
agyi erek betegsége,agyi erek betegsége
agyi erek károsodása,agyi erek károsodása
agyi erek megbetegedése,agyi erek megbetegedése
agyi erek meszesedése,agyi erek meszesedése
agyi idegkárosodás,agyi idegkárosodás
agyi infarctus,agyi infarctus
agyi infarctus következményei,agyi infarctus következményei
agyi infarktikus,agyi infarktikus
agyi infarktus,agyi infarktus
agyi infarktus az agyi ütőerek embóliája miatt,agyi infarktus az agyi ütőerek embóliája miatt
agyi infarktus következményei,agyi infarktus következményei
agyi infarktus szövődményei,agyi infarktus szövődményei
agyi infarktus utáni állapot,agyi infarktus utáni állapot
agyi infarktus ütőerek rögösödése miatt,agyi infarktus ütőerek rögösödése miatt
agyi infarktus. cukorbetegség,agyi infarktus. cukorbetegség
agyi infarktus. veseelégtelenség,agyi infarktus. veseelégtelenség
agyi infarktusok,agyi infarktusok
agyi infarktusok utáni állapot,agyi infarktusok utáni állapot
agyi iszkémia,agyi iszkémia
agyi keringés zavar,agyi keringés zavar
agyi keringés zavara,agyi keringés zavara
agyi keringési elégtelenség,agyi keringési elégtelenség
agyi keringési zavar,agyi keringési zavar
agyi keringési zavarok,agyi keringési zavarok
agyi keringészavar,agyi keringészavar
agyi kerngési zavar,agyi kerngési zavar
agyi kisérbetegség,agyi kisérbetegség
agyi károsodás,agyi károsodás
agyi leépülés,agyi leépülés
agyi megbetegedés,agyi megbetegedés
agyi metatázis,agyi metatázis
agyi működés enyhe fokú  károsodása,agyi működés enyhe fokú  károsodása
agyi működés zavar,agyi működés zavar
agyi működés zavara,agyi működés zavara
agyi működési zavar,agyi működési zavar
agyi nagyerek szűkülete,agyi nagyerek szűkülete
agyi nyomásfokozódás,agyi nyomásfokozódás
agyi oxigénhiány,agyi oxigénhiány
agyi rendellenesség,agyi rendellenesség
agyi sorvadás,agyi sorvadás
agyi sérülés,agyi sérülés
agyi trombózis,agyi trombózis
agyi tumor,agyi tumor
agyi térfoglaló elváltozás,agyi térfoglaló elváltozás
agyi verőerek elmeszesedése,agyi verőerek elmeszesedése
agyi verőér szűkület,agyi verőér szűkület
agyi vénás keringés zavarok,agyi vénás keringés zavarok
agyi vénás keringészavar,agyi vénás keringészavar
agyi vérellátás zavar,agyi vérellátás zavar
agyi vérellátás zavara,agyi vérellátás zavara
agyi vérellátási probléma,agyi vérellátási probléma
agyi vérellátási zavar,agyi vérellátási zavar
agyi vérellátási zavarok,agyi vérellátási zavarok
agyi vérkeringés zavara,agyi vérkeringés zavara
agyi vérkeringési betegség,agyi vérkeringési betegség
agyi vérkeringési zavar,agyi vérkeringési zavar
agyi vérszegénység,agyi vérszegénység
agyi véráramlás átmeneti zavara,agyi véráramlás átmeneti zavara
agyi vérömleny,agyi vérömleny
agyi áttét,agyi áttét
agyi áttétek,agyi áttétek
agyi ér betegség,agyi ér betegség
